velz,logage,zH,FeH,MgFe,ML_r,g-r
6382.1964,1.0968,-1.5978,-0.9454,0.09130000000000005,2.036,0.5316045476939877
6402.8004,0.9452,-0.4381,-1.9677,-0.02460000000000001,2.0266,0.5612521567988438
6448.7948,1.1355,-1.4569,-0.9149,0.1371,2.1145,0.5267922246655417
6420.3269,1.0922,-1.6349,-1.0095999999999998,0.5553,1.9981,0.5106810223790745
6503.7312,0.782,-1.2405,-1.9806,0.9167,2.1798,0.5846435249609101
6358.1912,0.9212,-1.4143,-1.3712,0.6859999999999999,1.064,0.5614476806170927
6454.233,1.0162,-1.4041,-1.1184,0.38920000000000005,1.7048,0.5928769783847372
6493.5638,1.1005,-1.5684,-1.4629999999999999,0.30190000000000006,1.2877,0.5423392609344688
6414.4552,0.7672,-1.1841,-1.7252999999999998,-0.29290000000000005,1.3325,0.5859935191149219
6408.3303,1.1184,-1.6742,-0.5708000000000001,0.34900000000000003,2.0606,0.5253163069651094
6365.4485,1.0922,-1.4569,-1.3882,0.2745,1.546,0.5022882392177337
6402.3418,1.1201,-1.5698,-1.3366,0.2783,0.8415,0.5433965997100216
6440.5379,0.3854,-0.9133,-1.6403,0.3131,2.0254,0.5786527742195915
6368.7562,0.8022,-1.3745,-0.569,0.6263000000000001,1.2,0.5856185871428323
6387.1593,0.6853,-1.3587,-0.9251,0.49090000000000006,0.7055,0.576891457505468
6401.4348,0.8269,-1.5482,-1.4631999999999998,0.7486,2.2296,0.5706984535155613
6419.1694,0.2185,-0.6639,-1.8816,0.36210000000000003,2.2269,0.5829986430709369
6455.5084,0.7779,-1.3384,-1.0697,1.0502,1.1718,0.6009638409364726
6417.4221,0.6093,-1.0397,0.09140000000000001,0.02510000000000001,1.521,0.5883762745396837
6363.0384,0.9714,-0.3134,-1.2818999999999998,0.26,2.1145,0.48908646341865847
6402.2898,0.7396,-1.472,-1.3211,0.6904,2.1929,0.5689676370479049
6366.6023,0.8925,-1.3759,-0.9251,0.2799,1.0038,0.56584882608756
6431.2745,0.5357,-1.5912,-1.2397999999999998,0.4653,2.413,0.5258109040557457
6420.9187,0.6882,0.147,-0.7971,0.12000000000000005,2.1953,0.5204122617663671
6361.3608,0.8808,-1.6697,-0.9667999999999999,0.08416500000000002,1.4746,0.5323556224561514
6520.3951,1.0843,-1.2074,-0.2156,0.4052,1.1002,0.6328118148526016
6445.0644,0.9307,-1.3842,-1.6766,-0.2995,2.1009,0.5488338552081871
6470.814,1.1147,-1.527,-1.2423,1.147,2.1813,0.5562806142853987
6232.9275,0.3368,-1.3596,-1.8305,-0.06739999999999996,1.4828,0.5403922202499558
6375.527,0.8679,-1.5094,-0.9251,0.2761,1.8026,0.5909207928136908
6373.6466,0.8357,-1.5901,-0.9953999999999998,0.5253000000000001,1.5352,0.5160826683462005
6360.1591,1.0955,-1.5932,-1.1156000000000001,-0.12419999999999998,1.6456,0.5324653392063823
6414.2489,1.1361,-1.283,-1.1006,0.47100000000000003,1.653,0.6170375552800778
6550.3017,0.7728,-1.2026,-1.9882,0.36250000000000004,2.2662,0.4986533578853596
6362.2806,1.0612,-1.4484,-1.6961,0.700445,2.2331,0.5703689928681683
6462.504,1.1028,-1.3084,-1.2861,1.0813000000000001,1.3449,0.5632825256393232
6523.709,0.8369,-1.4343,-1.2624,0.362,1.9954,0.5284646697745501
6375.5743,1.0452,-1.524,-1.1730999999999998,0.7657,2.2647,0.5631995113549948
6359.8589,0.8959,-1.2909,-1.1559,0.28550000000000003,2.1092,0.5661050781356067
6380.1738,1.0286,-1.6619,-1.6340999999999999,0.00770000000000004,1.9697,0.5456069471991469
6434.8251,1.0004,-1.3684,-1.2026000000000001,0.396,2.0644,0.6068660150951217
6423.6748,0.8813,-1.5914,-0.8365,0.8498,1.3536,0.5823971522083013
6400.3362,1.1263,-1.5443,-1.3986,0.3089,1.8869,0.49855773183779206
6449.4965,1.1445,-1.1243,-1.2183,0.6403000000000001,1.8077,0.604539720757657
6427.5202,1.1376,-1.5565,-0.6570999999999999,0.16040000000000004,1.4413,0.5557576845981202
6368.4358,0.9845,-1.5912,-1.5550000000000002,0.33620000000000005,2.2298,0.5719063722882822
6375.1082,0.9009,-1.7057,-1.308,0.3275,1.6692,0.5610052855993928
6357.072,0.9877,-1.4013,-0.0018000000000000238,0.36150000000000004,1.6196,0.5989539636873502
6401.5172,0.4029,-1.184,-1.9317,0.2072,1.3704,0.5905801118278191
6424.5424,1.111,-1.5839,-0.48860000000000003,0.9014000000000001,1.7199,0.5600544579620106
6366.3736,0.1581,-1.7515,-1.2593,-0.31710000000000005,1.2101,0.6012182304849034
6410.2052,0.0522,-1.2233,-0.9574,0.33420000000000005,2.2429,0.569598361581086
6503.0399,0.4191,-1.4349,-0.9830000000000001,0.5024,1.4018,0.5525335801393112
6505.3943,1.133,-1.0269,-1.3263999999999998,-0.24049999999999994,1.6524,0.5628833527719621
6378.3381,1.1,-1.6453,-1.2722,0.44670000000000004,1.7375,0.5817891681995775
6411.8197,0.6649,-1.7304,-1.3873,0.8498,2.2287,0.6392404497075432
6448.8085,0.8728,-0.8619,-1.2892,0.4531,2.2868,0.5490779022622405
6393.8274,0.8708,-1.7005,-0.9778000000000001,0.34174499999999997,2.1725,0.557488371193628
6521.504,1.0575,0.2876,-1.637,0.38920000000000005,1.3655,0.5313611451859543
6504.1468,1.0889,-1.3843,-1.0753,-0.025899999999999923,1.6048,0.5619847749686642
6380.2548,1.0595,-1.5328,-0.669,0.5778000000000001,1.5879,0.5812021018414839
6403.2723,0.9102,-1.7555,-1.0946,-0.28079999999999994,1.6196,0.5043117018003045
6505.3659,0.8827,-1.6386,-1.3925999999999998,0.38920000000000005,1.6586,0.5844224207899344
6425.5504,0.7798,-1.5139,-1.0425,0.8062,2.113,0.5898978431069537
6496.7624,0.8401,-1.0796,-0.187,0.4051,1.8059,0.5568387031881059
6363.6815,0.1336,-1.2792,-1.4786,-0.18030000000000002,1.6196,0.5321717678387472
6422.8379,1.1378,-1.7713,-1.3135,0.23990000000000003,1.701,0.6053454246538621
6501.9223,1.111,-1.5335,-0.95,0.49978,2.3449,0.5250978224346596
6449.7702,1.1076,-1.7348,-1.1285,-0.18979999999999997,1.3713,0.5692537062625718
6399.8631,1.1253,-1.6852,-1.2469999999999999,0.09130000000000005,1.5572,0.49277246935312746
6441.9373,0.8014,-1.4961,-1.2756999999999998,0.33420000000000005,2.0294,0.5434505868016117
6450.2037,0.8412,-1.6724,-1.8354,0.15560000000000002,2.1109,0.6004416643500434
6400.3862,1.1437,-1.1255,-1.1074000000000002,1.1355,1.9928,0.5718421116121704
6363.0871,1.0849,-1.5131,-1.0644,0.5841000000000001,1.7875,0.5251758246342177
6474.5928,1.0115,-1.4109,-1.1389,-0.19789999999999996,0.9218,0.5913468797721464
6424.5424,1.1244,-0.509,-1.2557,1.0201,1.2148,0.5214268885343216
6452.6106,0.2937,-1.4911,-0.444,-0.14400000000000002,1.4185,0.604890761563837
6400.0944,1.0565,-1.7262,-1.1586,-0.2056,1.2248,0.4931705107177464
6404.389,0.9514,-0.4381,-1.0209000000000001,0.5553,1.1406,0.6265122200916835
6403.9558,1.1325,-1.7511,-2.0199,0.08170000000000005,1.3851,0.5244997776488702
6413.2784,0.6883,-1.5975,-1.4663,0.20360000000000003,1.6382,0.5727999328936306
6398.9002,0.971,-1.0428,-1.3047,0.4427,1.338,0.556071325776486
6394.0352,0.1336,-1.5342,-1.3217,0.6432,2.365,0.5772605857269042
6387.0414,0.6058,-1.6201,-1.2807000000000002,0.62391,1.6405,0.598396789270808
6505.0679,1.0793,0.1343,-1.5365000000000002,0.37550000000000006,1.3822,0.5548795679571157
6300.1868,0.1916,-1.5342,-1.7816,-0.24759999999999993,2.2281,0.5220336916408144
6431.3454,0.842,-1.1241,-1.1239999999999999,0.7887599999999999,1.4475,0.6009638409364726
6402.3418,0.726,-1.2833,-1.0605,-0.15759999999999996,1.6496,0.6008624947290429
6403.5833,1.0749,-0.9103,-1.4305,-0.03309999999999996,1.8602,0.5288814921775185
6426.5368,0.4151,-1.7713,-1.8399,0.33120000000000005,2.2324,0.5321717678387472
6396.0583,1.0998,-1.5695,-1.1246999999999998,0.463,1.8247,0.5568856851205624
6391.9335,0.6881,-1.1593,-1.0764,0.9649,1.7759,0.5771995481594416
6441.9373,0.776,-1.7077,-1.8599999999999999,-0.00872999999999996,0.8116,0.5482790226696039
6448.946,0.7779,-0.4895,-1.4421,0.6719,1.6724,0.5015329055656963
6432.5636,1.1047,-1.244,-1.7613,0.44730000000000003,2.1922,0.5473602713644823
6420.2407,0.4279,-1.3128,-1.7963,0.22890000000000002,1.9548,0.5621832330174641
6404.389,0.9529,-1.2752,-1.3892,0.64858,1.2559,0.5635563097214202
6449.7789,1.1439,-1.3845,-0.8133,0.33120000000000005,1.4219,0.5313611451859543
6374.7581,1.1219,-1.7372,-1.3937,0.5146,2.0385,0.5909207928136908
6422.8379,0.7911,-1.3842,-1.6873,0.6469,1.771,0.5988235616894144
6400.0384,1.1066,-1.5301,-1.6994,0.31290000000000007,2.1446,0.5426253460357486
6410.612,0.8467,-1.3916,-1.0152999999999999,0.7621,2.0286,0.5709935466089178
6379.219,1.1128,-1.5664,-1.3388,0.5021,2.196,0.5478407697302572
6435.8448,0.9251,-1.53,-1.3486,-0.0902,2.3435,0.5330401191099554
6360.1591,0.8553,-1.5861,-1.2026000000000001,-0.13839999999999997,1.4183,0.5089419850006465
6376.7805,0.8579,-1.4891,-1.8319999999999999,0.33120000000000005,1.397,0.5557576845981202
6421.8568,1.0728,-1.3008,-1.9631999999999998,1.1537000000000002,1.8535,0.5548716774101337
6502.8056,1.0083,-1.4028,-0.7309000000000001,0.3783,1.6738,0.5816836870059063
6433.9608,1.125,-1.3866,-1.0567000000000002,0.37210000000000004,1.2629,0.5829273497972878
6344.0425,1.117,-0.4054,-1.0707,0.05630000000000002,1.4773,0.5701297882334728
6395.2464,0.7623,-1.2668,-1.1651,0.43570000000000003,1.8596,0.48995449323645346
6468.4721,0.971,-1.2802,-1.1492,0.3785,2.036,0.5622984549086851
6393.8274,1.1008,-1.7304,-0.6878,0.05520000000000003,2.2429,0.5356016094850986
6358.4845,0.739,-1.6895,-0.7937999999999998,0.9032,1.9395,0.5410770469976711
6454.6458,0.7326,-1.5913,-0.3588,0.786,1.4065,0.5339619554510335
6360.7187,1.0917,-1.7304,-1.5722999999999998,0.5088,2.012,0.4906647165193476
6403.5419,0.8526,-1.448,-1.2341000000000002,0.7162000000000001,2.3689,0.5423498354742549
6399.813,0.8501,-1.6852,-1.0268000000000002,0.5698000000000001,2.0142,0.502313954644876
6410.523,1.1381,-1.3561,-1.2274,1.0945,0.6776,0.578874064116718
6504.1468,1.1235,-0.6654,-0.7971,-0.2712,1.5012,0.5015329055656963
6450.2246,1.029,-1.2751,-1.3207,0.349485,1.8836,0.5960528276086876
6440.5379,0.9501,-1.5663,-1.6825,0.5024,1.2184,0.5726903190004435
6438.3279,1.1331,-1.4971,-1.5539,0.3618,2.2426,0.5838039596077778
6436.3301,1.0699,-1.5337,-0.9063,0.8373400000000001,1.8951,0.5614276220792647
6359.9208,0.9819,-1.1881,-1.4308,0.051600000000000035,1.7032,0.534384168679253
6430.2729,0.6577,-1.448,-1.1925000000000001,0.6403000000000001,1.3078,0.5289253686341624
6396.859,0.7449,-1.2691,-1.9677,0.7866,0.8274,0.5575834276388463
6380.2548,1.0285,-1.3971,-1.3052000000000001,0.4343,2.0611,0.5552758068316876
6453.5535,1.1364,-1.2948,-1.7591,0.6007,1.141,0.569517396409239
6424.7031,0.9484,-1.3053,-1.6913,0.23620000000000002,1.1688,0.5525335801393112
6446.4294,0.8022,-1.0037,-1.2976999999999999,-0.15169999999999995,2.1403,0.5916740162796543
6461.3591,0.8808,-0.9282,-1.3489,0.1371,1.6382,0.5591571079511937
6453.4742,1.123,-1.5555,-0.9285999999999999,0.7875000000000001,2.2028,0.5251045220686166
6413.2259,0.8412,-1.4156,-1.5097,1.1292,1.979,0.5276363956281216
6418.9957,1.1238,-1.7934,-1.7794999999999999,1.0918,1.1718,0.5337706538327609
6501.9955,0.9484,-1.3519,-1.6266999999999998,0.7074,1.2273,0.5152646494689606
6414.1169,1.1368,-1.4674,-1.0588000000000002,0.5698000000000001,1.4568,0.6249013522603377
6374.2769,1.0243,-0.8313,-1.4253,0.6531,2.2341,0.5577011042574895
6417.1058,0.4293,-1.2129,-1.5234,0.23620000000000002,2.1677,0.5919673077771392
6422.3493,1.1296,-1.6001,-1.5632000000000001,-0.12370000000000003,1.5363,0.6076157959259376
6365.4635,1.1309,-0.6861,-0.6999000000000001,-0.35960000000000003,1.3996,0.5654437776323107
6398.5731,1.1133,-1.6394,-0.8147,-0.30700000000000005,2.115,0.5726291100568517
6391.9335,0.8813,-1.0591,-0.776,0.3696,2.0871,0.5938376244364179
6409.553,0.0789,-1.2196,-1.1586,0.60831,1.7375,0.53050367204672
6431.661,0.895,-1.1668,-0.8673,0.02510000000000001,1.6724,0.5839044012903969
6390.1925,1.125,0.2388,-1.6051,0.7211000000000001,1.5637,0.587973499833808
6411.8197,1.1436,-1.1419,0.007799999999999974,0.60831,1.5111,0.5437238624081999
6399.3676,1.1445,-1.4423,-0.9402000000000001,0.05300000000000005,2.2405,0.48611766560665615
6392.9277,1.0159,-1.6707,-1.2976999999999999,1.0945,2.1961,0.5473605274479354
6430.0581,0.0522,-0.1594,-0.7971,0.56342,2.3352,0.6096065873266383
6350.9742,0.862,-1.2684,-1.4933,0.6411,2.1538,0.5828959240697174
6368.2412,0.9328,-1.5505,-0.8879999999999999,0.37870000000000004,1.2701,0.5532950803691392
6424.7031,1.1432,-1.3995,-1.377,0.3137,2.0891,0.6147643032208805
6528.7133,0.9327,-1.6299,-1.3180999999999998,-0.3147,1.5311,0.608008128129228
6426.3402,0.8452,0.1343,-0.7594999999999998,0.30560000000000004,1.5617,0.5089419850006465
6449.7772,0.8903,-1.5505,-0.8847999999999999,0.6104,0.8284,0.5572742369623
6280.6643,0.9529,0.0771,-1.8034999999999999,0.9142,2.0712,0.5835445293598411
6452.6106,1.1407,-1.3745,-1.5334999999999999,0.7756000000000001,2.0329,0.49594590654656656
6449.3518,1.1136,-1.5693,-1.3984999999999999,1.0146000000000002,2.2196,0.5251758246342177
6399.8631,1.1248,-1.5541,-1.2403,0.5484,1.5014,0.568007127502483
6357.4173,1.0648,-1.3883,-1.2124,-0.31320000000000003,2.1742,0.5535796021669483
6371.3165,0.7002,-1.7535,-1.1513,0.07120000000000004,2.1677,0.5519093486854842
6434.8251,0.901,-1.6453,-1.3338,0.4755,2.1163,0.5709935466089178
6408.2032,1.1359,-1.2617,-1.5305000000000002,-0.1966,1.3396,0.5535725759601462
6372.629,0.9452,-1.7368,-1.3538000000000001,-0.2114999999999999,1.9955,0.569598361581086
6397.0342,0.9465,-0.7862,-0.8757,1.0045000000000002,1.2987,0.5404652281221871
6464.1617,0.853,-1.6707,-1.3211,0.46740000000000004,2.2342,0.5919644467937957
6427.1836,0.6728,-1.3256,-0.2156,0.00274000000000002,1.8077,0.5462870045264054
6357.072,1.1059,-0.3265,-0.7912,0.6860999999999999,1.3661,0.5014686604868359
6501.8039,0.1555,-1.6018,-1.6844000000000001,0.7149000000000001,2.1918,0.5989539636873502
6506.8471,1.1381,-1.0704,-1.1135,-0.3182999999999999,0.9769,0.6004416643500434
6431.3454,1.0607,-1.4038,-1.3180999999999998,0.39830000000000004,1.3796,0.5539419825385892
6424.7031,0.7666,-1.658,-1.3338,0.3058,2.1564,0.5993159811229418
6360.1955,1.1398,-1.1951,-0.07150000000000001,1.1678000000000002,2.0754,0.5665112717099703
6373.4484,0.738,-1.4661,-1.9707000000000001,0.71343,1.7957,0.5921890310291502
6413.8856,0.8439,-1.6098,-1.6256000000000002,0.2,1.0714,0.5653448774834544
6313.3272,1.1297,-1.6897,-1.4482000000000002,0.21033999999999997,1.215,0.5865749338305477
6399.813,0.9345,-1.4941,-1.4046,-0.0695,1.3653,0.539221796016804
6416.1535,0.9693,-1.6182,-1.3211,0.4252,1.358,0.58492396636953
6455.6562,1.058,-1.4156,-1.464,-0.35839999999999994,1.5622,0.5912107409157272
6472.417,0.1271,-1.6956,-1.2878999999999998,0.57496,2.1758,0.5129798113832749
6462.8459,0.974,-1.6899,-1.3138999999999998,1.1148,1.2985,0.49871543188376677
6414.9591,0.8011,-1.4387,-1.1074000000000002,0.9015000000000001,1.2514,0.5080849845009539
6417.9122,0.9865,-1.0269,-1.4651999999999998,1.0753,1.5395,0.6038634846772766
6442.3177,1.111,-1.0628,-0.5766,0.45200000000000007,1.5842,0.5701297882334728
6379.1462,1.1051,-1.7123,-1.6149,-0.11059999999999992,1.3665,0.4999047076290992
6550.3017,1.0714,-1.5157,-1.2227,-0.06059999999999999,1.2772,0.6001252120257163
6416.8171,1.0565,-1.7034,-1.158,0.32480000000000003,1.2772,0.5638456886439656
6385.7707,0.726,-1.6803,-1.1316,0.374,1.3325,0.4946580977364903
6350.9742,1.1139,-1.2208,-1.3911,-0.19369999999999998,1.4422,0.5402613678975285
6505.2355,0.6037,-1.0568,-1.1231,0.402505,1.3147,0.5463848102328654
6361.5836,0.8844,-1.7469,-1.5984,0.5448,1.6052,0.5538377182599703
6362.9311,1.1142,-1.4316,-1.2914999999999999,0.7657,2.2255,0.5589470578031523
6502.1877,0.8437,-0.398,-1.3006,0.24530000000000002,1.004,0.5562893381703304
6491.8895,1.0468,-1.6403,-1.4087,0.8176,1.6725,0.566067260037741
6472.5043,1.1182,-1.0952,-1.4669999999999999,0.707615,2.3294,0.5707348104320715
6508.8979,1.0226,-1.3502,-1.5335,-0.29490000000000005,1.2148,0.5918434265049228
6438.3279,0.9377,-1.1584,-1.1769,0.44380000000000003,1.1702,0.528824219926392
6377.6345,0.61,-1.7043,-1.1421000000000001,0.11599999999999999,1.374,0.5890789805746124
6411.7107,1.1244,-1.5348,-1.3535,1.0891000000000002,2.1873,0.5293808708099448
6371.0081,1.032,-1.6018,-0.9541,-0.30379999999999996,1.215,0.5221725570325191
6359.8589,0.849,-1.3609,-1.2150999999999998,0.6038,2.0691,0.5057765340962703
6365.4485,1.1355,-1.7047,-1.391,0.5078,1.9348,0.5458301106506269
6448.7948,1.0804,-1.6658,-1.308,0.39490000000000003,1.8017,0.5755678660441959
6415.7421,1.055,-1.2706,0.023299999999999987,0.5845,1.9885,0.543841415259223
6403.2723,1.0935,-1.4108,-0.0018000000000000238,0.07530000000000003,1.176,0.5721590942525552
6398.6471,1.128,-1.4776,-0.0723,1.0634000000000001,2.1456,0.5637685139914907
6377.1093,0.829,-1.2355,-1.5207,0.2174,1.1406,0.5688608804785531
6484.2116,1.0998,-1.6018,-0.5309999999999999,0.21380000000000002,1.257,0.5651035461581557
6414.7551,0.7533,-0.1849,-1.5907,1.0323000000000002,1.5462,0.5806314386695703
6393.9717,0.8109,-1.6682,-1.1475000000000002,1.0874000000000001,2.2559,0.5648584757632733
6402.2898,0.842,-1.3854,-1.8598999999999999,-0.24759999999999993,2.1576,0.5774721995827292
6364.432,1.072,-1.0827,-0.9797,0.9649,2.1576,0.5378847738351737
6422.7748,0.7587,-1.7368,-1.3712,-0.28049999999999997,1.5742,0.6059989671208967
6424.8522,1.1296,-1.504,-1.5182,-0.24419999999999997,1.3532,0.5533140102957361
6471.3459,1.1138,-1.3235,-1.4187999999999998,-0.19440000000000002,2.151,0.5876414705976032
6295.21,1.1079,-1.6759,-1.2858999999999998,0.9869,2.246,0.5462825538174911
6365.1279,1.0,-0.6095,-1.0226,0.23744000000000004,1.4185,0.5024571891950416
6484.8877,0.8633,-1.5456,-1.0102,0.02510000000000001,1.9459,0.5866654609251611
6468.4721,1.0053,-1.5912,-1.068,0.3783,2.1981,0.564248400000011
6437.3164,0.8553,-1.4484,-0.913,-0.1622,1.251,0.6050281021086334
6414.7551,0.9595,-1.472,-1.1407,0.41990000000000005,1.6382,0.5752958771073509
6426.6787,1.0274,-1.3588,-1.3149,0.44380000000000003,1.3535,0.5634091083267805
6484.1935,0.9285,-1.1832,-2.0028,0.36210000000000003,0.7098,0.5264937206634386
6403.9558,1.131,-1.0248,-1.3993,0.5539000000000001,1.6595,0.5265211278560571
6395.3196,0.9315,0.074,-0.9630000000000001,0.15560000000000002,1.771,0.6071500201638855
6300.1868,1.0998,-1.626,-1.2096,-0.36539999999999995,2.1922,0.5024503569012495
6446.4733,1.0565,-1.7005,-1.5551,0.3003,2.1981,0.5762323140337173
6415.358,0.9602,-1.7018,-0.9827,1.0201,1.172,0.5039812566549386
6424.4233,0.9365,-1.6179,-1.3493,0.33780000000000004,1.6546,0.5797451787370136
6426.9855,0.8336,-1.3843,-1.8302,0.9153,1.2772,0.5332249715970931
6431.3454,1.0248,-1.4006,-1.2976999999999999,0.4368,1.3188,0.5593983863758041
6411.3836,0.026,-1.4012,-0.5708000000000001,0.6197,1.3278,0.553450382843721
6371.3165,0.7265,-1.4588,-0.7797,-0.15989999999999993,2.0254,0.6024051101984753
6421.7642,0.7381,-1.7516,-0.9752,0.7999,1.5697,0.5577011042574895
6445.092,1.1147,-1.3034,-0.6999000000000001,0.11130000000000007,1.7098,0.5580026648563035
6401.4348,1.0921,-1.3034,-1.3918000000000001,-0.10570000000000002,1.9348,0.5840694635750339
6447.9769,1.125,-1.2216,-1.3469,-0.3235,1.0905,0.508446744600846
6435.7824,0.9119,-1.6453,-1.1417,0.3269,2.2563,0.5393469873337295
6416.5398,0.5401,-1.1415,-0.7545,0.42766000000000004,2.1407,0.5456879364285783
6437.4357,1.1177,-1.5139,-1.6825,0.8741,1.338,0.5367596542238005
6491.2036,1.1291,-1.6185,-2.0028,-0.18169999999999997,1.4773,0.5521106678293393
6423.4652,1.1255,-0.8451,-1.5144,-0.0004999999999999449,0.9037,0.5933233849429627
6371.028,1.106,-1.3256,-1.2258,0.473,2.1083,0.5674534193436216
6397.6822,0.9328,-1.3676,-1.2365,0.8566,2.1929,0.5375029708558543
6429.9397,1.1407,-1.5016,-1.7638,1.1507,1.681,0.5434505868016117
6431.2745,0.9499,-1.7068,-1.1525,-0.2658999999999999,1.41,0.5828959240697174
6484.8877,1.0117,-1.5804,-0.8674000000000001,0.5073000000000001,2.0102,0.5211526976603977
6374.5849,1.1359,-1.3142,-0.7019,-0.10939999999999994,1.4,0.59249776831264
6387.4419,0.1778,-1.7713,-1.206,1.147,1.7111,0.512310138478071
6366.3736,1.1141,-1.5956,-0.8660000000000001,0.14470000000000005,1.5446,0.5871494478140136
6400.0944,0.958,-1.1419,-0.7409,0.1331,1.681,0.564248400000011
6401.3244,0.9982,-1.6871,-1.6082,0.4504,1.5528,0.5358793094720085
6458.1191,0.8802,-1.5699,-0.8047,0.4661,1.4206,0.5251758246342177
6470.1333,0.8365,-1.3847,-1.6133,0.3136,2.4094,0.5711724609342355
6399.8631,0.9929,-1.7211,-1.8898,-0.2941999999999999,1.5501,0.5550176340910582
6464.8366,0.6812,-1.6037,-1.4919,0.06060000000000004,1.8481,0.5068868627253664
6404.9212,1.0935,-1.4423,-0.8371000000000001,0.5464,1.3832,0.5115830131298793
6440.0198,0.9069,-1.7367,-1.206,0.37470000000000003,1.8714,0.5233517168272641
6377.6345,0.842,-1.5137,-1.5344,0.468,1.4136,0.5774045003450254
6383.0527,0.7623,0.2898,-1.5786,0.6795,1.7433,0.5515738109649959
6411.996,0.689,-1.1914,-1.474,0.4359,2.2343,0.5696792372578869
6495.2658,0.9835,-1.5914,-1.4746000000000001,0.7462,1.3867,0.5152476687187715
6373.6466,0.9069,-1.5342,-1.0982,-0.3847999999999999,1.8542,0.5750128631598272
6514.1786,1.1439,-1.6889,-1.4482000000000002,1.1184,1.6061,0.5579710298335527
6465.0209,0.9049,-1.7348,-1.1316,0.24460000000000004,0.9144,0.58396218559011
6402.2898,0.9748,-1.5767,-1.4991999999999999,0.44120000000000004,1.5842,0.5378847738351737
6410.8376,1.0349,-1.5209,-1.3993,0.36760000000000004,2.3355,0.4800947630075001
6414.6585,0.7397,-0.7879,-1.5609,0.3759,1.1676,0.6021649471144741
6402.1706,1.0721,-0.7709,-1.8272,0.5288,1.5138,0.5849899517615
6475.58,0.2838,-1.3441,-1.3427,0.57496,2.2161,0.591984958805341
6427.3208,0.977,-1.4935,-1.4054,0.8151,1.3713,0.5517837740935505
6300.5106,0.0673,-1.1868,-1.2955,-0.0902,2.0517,0.606779150945556
6412.5746,0.8816,-1.6435,-0.5799000000000001,-0.33940000000000003,2.2245,0.6120313015276366
6420.621,0.8969,-1.3255,-1.037,0.11709999999999998,1.3703,0.4631181656925918
6451.9699,1.0032,-1.3192,-1.1074000000000002,0.46086000000000005,2.1045,0.6146075368336454
6363.6815,0.9327,-1.4341,-1.5609,-0.21999999999999997,2.0904,0.6239892923780133
6414.7742,0.9119,-1.1821,-0.9752,0.8106,1.3629,0.5755977283357225
6392.8569,1.1238,-1.4849,-1.4858,0.5389,2.0712,0.5658861884770232
6433.0984,0.8658,-1.5343,-1.0633,1.0626000000000002,0.9541,0.5330938300840131
6389.8661,0.8418,-1.511,-1.0126,-0.09624999999999995,1.6416,0.5551153190551759
6403.4015,1.1402,-1.4349,-1.6720000000000002,1.0365,2.1813,0.5438909973923529
6494.8295,1.052,-1.2697,-1.0753,0.02560000000000001,1.8462,0.5020257501664389
6364.432,0.1833,-1.2731,-1.2109999999999999,0.028400000000000036,0.8236,0.48995449323645346
6493.0299,1.1283,-1.2216,-1.2258,0.32680000000000003,0.8273,0.5176762420305181
6365.9552,1.1182,-1.5901,-1.4757,0.6603,2.2545,0.5654437776323107
6460.4969,0.8421,-1.0548,-1.3289,0.5658000000000001,1.3276,0.591910899530248
6533.111,1.1383,-0.3076,-1.1891,0.4685,1.6386,0.5833427948889351
6396.859,1.0957,-1.432,-1.1312000000000002,0.4274,0.9312,0.5648584757632733
6387.0414,0.8198,-1.7326,-1.4054,0.8638,1.7435,0.5417710288778324
6432.2214,0.2185,-1.3192,-0.9499,0.3856,2.1637,0.5129196581134181
6445.0644,1.1317,-1.4702,-1.0434,1.0774,1.8825,0.5726903190004435
6178.5003,1.1062,-1.2129,-1.3289,1.0502,1.8462,0.4906647165193476
6446.7632,0.974,-1.3806,-1.1723999999999999,-0.24759999999999993,2.0891,0.5854599816819359
6442.2479,1.1047,-1.2401,-0.7678,0.6403000000000001,1.0977,0.5204122617663671
6398.9848,0.7489,-1.4456,-0.9555,1.0144000000000002,1.8503,0.624664485500503
6344.7383,1.0373,-1.7348,-1.2624,0.37860000000000005,2.036,0.5394679166763154
6422.8379,1.1173,-1.2948,-1.2633,0.11130000000000007,2.1637,0.551670623590212
6501.9955,0.9501,-0.9547,-1.8338,1.1178,2.2078,0.5701297882334728
6451.2711,1.1394,-1.237,-0.7263000000000001,-0.2659999999999999,1.4413,0.5589847078902324
6392.9469,0.9744,-1.4568,-1.2624,1.0889000000000002,2.1923,0.5552758068316876
6417.0752,0.838,-1.47,-0.9218,0.9869,1.4422,0.5682802772883377
6491.3325,1.1133,-1.4141,-1.7349,0.4976,2.2405,0.4011173595277029
6427.8916,1.131,-1.6217,-1.2593,0.06060000000000004,1.4837,0.567756957643553
6392.8569,0.1581,-1.5972,-1.6266999999999998,0.4314,1.4786,0.5022185571107514
6367.1127,0.9106,-1.5094,-1.0429,0.22580000000000003,2.2287,0.5612346573387867
6398.3666,0.7484,0.2471,-0.7707999999999999,0.2072,1.3661,0.5632165739587407
6440.0332,0.8049,-1.4068,-1.4728,0.7447,1.2514,0.5400505829000934
6519.1228,1.1288,-1.3654,-0.8660000000000001,0.3899,1.6536,0.5670475368343233
6482.1351,1.1101,-0.6439,-1.6152000000000002,0.055165,2.0068,0.5155328830616668
